Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\CW\CW_PP_55_Das\CW_PP_55_Das_01_Slot1-01_1_12599.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_02_Slot1-02_1_12600.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_03_Slot1-03_1_12601.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_04_Slot1-04_1_12602.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_05_Slot1-05_1_12603.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_06_Slot1-06_1_12604.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_07_Slot1-07_1_12605.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_08_Slot1-08_1_12606.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_09_Slot1-09_1_12607.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_10_Slot1-10_1_12608.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_11_Slot1-11_1_12609.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_12_Slot1-12_1_12610.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_13_Slot1-13_1_12611.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_14_Slot1-14_1_12612.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_15_Slot1-15_1_12613.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_16_Slot1-16_1_12614.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_17_Slot1-17_1_12615.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_18_Slot1-18_1_12616.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_19_Slot1-19_1_12617.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_20_Slot1-20_1_12618.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_21_Slot1-21_1_12619.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_22_Slot1-22_1_12620.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_23_Slot1-23_1_12621.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_24_Slot1-24_1_12622.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_25_Slot1-25_1_12623.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_26_Slot1-26_1_12624.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_27_Slot1-27_1_12625.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_28_Slot1-28_1_12626.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_29_Slot1-29_1_12627.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_30_Slot1-30_1_12628.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_31_Slot1-31_1_12629.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_32_Slot1-32_1_12630.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_33_Slot1-33_1_12631.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_34_Slot1-34_1_12632.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_35_Slot1-35_1_12633.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_36_Slot1-36_1_12634.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_37_Slot1-37_1_12635.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_38_Slot1-38_1_12636.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_39_Slot1-39_1_12637.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_40_Slot1-40_1_12638.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_41_Slot1-41_1_12639.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_42_Slot1-42_1_12640.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_43_Slot1-43_1_12641.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_44_Slot1-44_1_12642.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_45_Slot1-45_1_12643.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_46_Slot1-46_1_12644.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_47_Slot1-47_1_12645.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_48_Slot1-48_1_12646.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_49_Slot1-49_1_12709.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_50_Slot1-50_1_12710.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_51_Slot1-51_1_12663.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_52_Slot1-52_1_12664.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_53_Slot1-53_1_12665.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_54_Slot1-54_1_12666.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_55_Slot1-55_1_12667.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_56_Slot1-56_1_12668.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_57_Slot1-57_1_12669.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_58_Slot1-58_1_12670.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_59_Slot1-59_1_12671.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_60_Slot1-60_1_12672.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_61_Slot1-61_1_12673.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_62_Slot1-62_1_12674.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_63_Slot1-63_1_12675.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_64_Slot1-64_1_12676.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_65_Slot1-65_1_12677.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_66_Slot1-66_1_12678.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_67_Slot1-67_1_12679.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_68_Slot1-68_1_12680.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_69_Slot1-69_1_12681.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_70_Slot1-70_1_12682.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_71_Slot1-71_1_12683.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_72_Slot1-72_1_12684.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_73_Slot1-73_1_12685.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_74_Slot1-74_1_12686.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_75_Slot1-75_1_12687.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_76_Slot1-76_1_12688.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_77_Slot1-77_1_12689.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_78_Slot1-78_1_12690.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_79_Slot1-79_1_12691.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_80_Slot1-80_1_12692.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_81_Slot1-81_1_12693.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_82_Slot1-82_1_12694.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_83_Slot1-83_1_12695.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_84_Slot1-84_1_12696.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_85_Slot1-85_1_12697.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_86_Slot1-86_1_12698.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_87_Slot1-87_1_12699.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_88_Slot1-88_1_12700.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_89_Slot1-89_1_12701.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_90_Slot1-90_1_12702.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_91_Slot1-91_1_12703.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_92_Slot1-92_1_12704.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_93_Slot1-93_1_12705.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_94_Slot1-94_1_12706.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_95_Slot1-95_1_12707.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_96_Slot1-96_1_12708.d
P05141;P12236	P05141;P12236	ADT2_HUMAN;ADT3_HUMAN	SLC25A5;SLC25A6	ADP/ATP translocase 2	87304.7	57237.4	195017	26281.2	92537.7	213946	82045.6	93222.7	68613.5	130284	162477	92668.7	34928.3	107301	85156.6	53111.4	68808.5	68748.5	83780.6	72045.5	69989.5	114850	81382.6	67366.5	52398.4	31087.2	49163.4	59200.4	38543.2	33025.2	39260.3	78116.5	36081.2	36006.2	38662.3	37077.2	31991.2	33850.2	29942.2	41471.3	34151.2	30914.2	27000.2	47324.3	36341.3	73146.5	34385.3	32221.2	151724	176233	167914	158577	180111	138513	159359	159953	191106	155644	163459	154294	150740	160182	181623	174002	169651	182931	164276	165971	195867	174448	174091	170569	130242	158116	165681	163260	190368	153416	179797	178589	195620	200764	170328	161073	129266	162026	148811	156588	168832	180365	189127	183805	186825	170014	150313	164027
P05161	P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15			2418.19				1896.18			1236.83	3215.77		1829.79		1980.75	1937.1		1622.44	1395.99			1959.84															1004.02						1216.83						1903.32	1440.32	2585.69	1662.31				1801.46	1839.22		1843.53				1777.73	1691.43	2461.64	1350.56	1531.78	1600.82	1966.51	1765.86				1176.98	1576.01	1806.85	1911.49		2572.75		2230.79		1266.42	1022.63			1065.77			1701.14					1632.1	
P05165;P05165-2	P05165;P05165-2;P05165-3	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	78537.1	43398.7	77899.8	50101.4	57248.5	113653	45498.2	52649.1	46973.3	59397.3	56912.4	157220	156127	65662.9	66082.1	73531.8	55737.3	88804.6	63860.8	58613.4	73715.5	37760.7	44819.8	138442	249077	233129	147291	161553	197270	255833	181409	170868	181619	150019	254984	217279	222012	121326	132525	205174	193155	186731	200435	152901	221623	64538.8	201605	199656	311983	283074	267399	340506	245481	335374	346685	256640	305171	330812	332053	319444	286651	275282	250318	298734	255012	315129	325875	304437	273779	308727	302419	289295	306000	296361	217321	293629	240943	298895	277337	279448	234024	283990	297431	307761	303670	256703	298263	258826	268033	292735	268564	309053	265951	310602	296645	280170
P05166;P05166-2	P05166;P05166-2	PCCB_HUMAN	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial	5224.58		5228.94		5843.47	7209.23		5165.24	6138.81		5116.32	6093.02	7269.3	5550.57	6010.73	7111.71	6292.71	7398.36	6010.31	6153.02	6786.9	5082.62	7068.07	6938.26	5517.62	6382.62	4473.7	4782.66	4070.64	7173.22	4710.19	4726.06	3823.08	5252.33	5181.01	4794.98	6948.28	5205.36	4156.59	4730.7	4599.15	5409.36	5577.67	5003.3	6552.23	4619.63	5198.39	4417.98	6870.66	7047.88	7729.98	8634.56	6329.22	8288.75	8100.04	6607.4	8483.99	8074.01	9159.61	8006.26	8114.02	6472.26	8303.65	8781.02	7495.43	9274.5	9065.8	8918.22	6866.17	8414.07	7992.48	7343.86	7572.14	7890.71	5566.37	8308.94	8414.46	7867.8	8152.05	7429.89	6330.28	6904.18	8077.54	8510.04	7307.86	8334.88	8268.73	7471.57	6641.66	8033.15	6920.85	7423.13	8716.93	8558.58	8473.46	8123.47
P05198	P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	14440.8	14731.9	14547.9	7525.92	6807.07	15805.4	15054.1	18799.3	18072.5	14498.8	22123.8	12430.1	14769.4	20802.6	24593.4	22844.5	23789.9	21891.6	20776.7	23512.2	22948.3	24297.6	24441.9	19128.5	10563	15215.2	17160.7	15815.6	12316.1	16506.6	18762.5	15328.8	16260	19458.8	16799.7	13441.2	17373.2	17683.8	16852.3	15483.6	16073.4	17560.6	17164.4	15370.7	17860.9	16710.7	19407.1	13629.8	13517.5	14245.4	18710.1	15862.4	17570.3	15110.6	14283.4	18206.6	17370	13819.4	16033.1	14287.7	15649.6	15411.8	19909.6	15096.6	17428.6	15724.1	13887.4	13966.2	18009.7	17139.4	14257.9	15021.6	8570.76	13966.6	16451.8	14162.1	17607.3	11707.4	17431.3	17049	18311.8	16916	15464.7	12158.8	11027.8	14726.8	13744.2	10729.4	13965.4	12705.3	17775.8	15103.7	19353.5	14611.3	11992.4	12556.9
P05204;Q15651;Q15651-2	P05204;Q15651;Q15651-2	HMGN2_HUMAN;HMGN3_HUMAN	HMGN2;HMGN3	Non-histone chromosomal protein HMG-17		2028.01	3179.02				4392.03	2270.01	1437.01	1900.01	2351.01		1183.01		2313.02	1791.01	1334.01	1246.01		1547.01	2258.01	1511.01	3343.02	1424.01	1775.01	3387.02	2685.02	1924.01	3849.03	3663.02	3967.02	2917.02	1431.01	4336.03	1858.01	11375.1	3930.02	6151.04	5116.03	5187.03	3495.02	3895.02	2977.02	2980.02	3048.02	3494.02	1502.01	2239.01	18979.1	31040.2	22476.1	18634.1	12796.1	7652.05	14997.1	11856.1	11874.1	14496.1	11191.1	8651.05	7489.05	10347.1	8764.05	9504.06	12989.1	11226.1	11913.1	7917.05	5306.03	5397.04	9071.06	5257.04	2195.01	10692.1	7262.05	6354.04	13138.1	8206.05	12097.1	9722.07	5863.04	6837.04	7202.04	4813.03	4038.02	8131.05	8491.05	12827.1	9380.06	3720.03	20101.1	7165.04	7591.05	24033.2	11690.1	10354.1
P05362	P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	3293.68	2441.1	4159.26		1714.65	3782.42		3304.58	4664.66	2608.18	6197.03	3311.34	2972.95	3718.29	3976.6	4397.49	5551.46	3423.94	3691.46	4125.86	4796.1	3818.08	5511.92	4020.82	2398.9	3110.87	3730.29	3542.87	2600.63	3802.45	3372.09	2911.23	3509.76	4962.13	3640.63	2818.15	5098.29	4193.38	3330.99	3720.72	3326.14	4363.54	4272.18	3172.23	3931.21	3956.54	4343.57	2321.89	4101.24	4768.5	5206.36	4045.09	4926.77	3982.73	3436.5	4244.37	4786.93	3517.17	3936.4	3126.14	3921.17	4931.03	4675.21	4016.74	4725.53	5218.54	4441.72	3946.99	4129.9	4215.36	4577.27	3722.89	3400.18	4232.47	4650.1	4563.95	4761.45	3337.95	4609.99	5003.33	4706.63	4431.36	4113.24	4271.1	3480.79	4446.56	4843.34	4890.62	4029.1	4764.17	5223.66	4026.09	4390.32	4371.43	3477.95	3324.32
P05386	P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1	91331.9		39725.4	146674	27566.3	57478.7	110998	153539	143111	39719.4	76019.8	46996.6	175867	180837	223605	215978	234179	231329	233586	236096	231300	179940	252927	172223	43091.5	74701.8	79233.9	71496.8	51532.6	89240	93506.1	78305.8	64195.6	86308.9	68565.7	64106.6	86658	97908.1	86357.9	82370.9	84102.9	97037	85557.9	75895.8	85624.9	79313.8	94160	59903.7	75379.8	90712	112062	77427.9	75670.8	71569.7	66534.7	89268	92482.9	76786.8	100611	60502.6	66759.7	80234.8	96943.9	79979.8	93947	102685	77919.8	81881	70998.7	83965.8	76742.9	57751.6	42105.4	67078.7	88902	76287.8	99309	63366.7	90404.9	90460.9	79565.8	81290.8	74928.7	47101.5	43659.5	61159.6	68928.7	73805.8	74999.8	72681.8	64349.7	61224.6	72749.8	61749.7	56807.5	45098.5
P05387	P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	67776.3	56305.2	116689	23734.3	70612.7	102115	68129.2	133671	110285	67882.3	121353	52594.8	97857	110914	125022	124587	134339	122264	125087	119698	121640	98160.3	125332	85288	24221.8	63433.3	58583.5	48773.1	38901.2	61890.8	66522.6	46048.2	42566.5	64627.4	49199.1	40962.5	61840	87567.7	63990.9	60725.3	66746.8	76569.7	67634.1	53571.1	58318.5	69418.7	64782.4	31163.3	53661.9	69572.4	99322.1	60829.6	66434.6	53254	56458	80820.1	75704.2	50560.2	74262.3	32249.7	50900.9	71203.8	81468.2	64159.6	82792.6	75316.6	66006.2	64910.2	61697.8	68352.7	59532.4	30762.7	19455.3	59442.2	83217.1	69604.6	96522.1	51543.3	69641.3	78951.8	71130.7	65996.6	52979.5	24393.4	23309.1	48038.6	62154.9	68758.4	70946.6	56810.7	48663.2	43021.1	54700.8	46393.1	39359.9	29206.1
P05388	P05388;P05388-2	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0	84701	83335.5	100334	69834.5	72640.7	100758	100329	89084.4	91180.4	77324.4	118597	67311.2	79728.6	94912.8	103194	105485	107322	111209	85103.5	102548	108957	78350	119150	82621.8	42017.9	53565.6	61119.5	57912.7	43811.4	53688	57582.4	51293.4	47052.7	63263	48900.5	41075.4	62915.4	66136.8	58313.5	54498.9	59691.8	57734.8	53991.6	49565.7	55554.1	56291.4	59054.6	32872.7	43413.5	57946.9	80280	60331.7	65784.8	55113.9	48292.3	60989.8	60487.4	45429.3	55249.5	45435.4	56948.9	60929.7	72544.7	56608.3	63263.8	70126.4	54700.7	59188.5	58487.7	59930.3	56878.7	45945.8	36355.8	50735.4	63962.6	57104.8	73682.5	46904.4	60388.1	61755.3	69629.5	56098.5	51642.7	42182.4	40048.9	49582.1	50308.5	54054.1	54268.5	56554.8	49309.5	49945.5	52528.6	47769.8	42325.4	36147.8
P05455	P05455	LA_HUMAN	SSB	Lupus La protein	16051.4	14895.3	18194.1	19310.3	17166.4	19048.9	16141.1	22510.9	21224.9	15697	30770.4	10953.2	19509	21052.1	28183.9	24023.9	25248.4	26472	24796.4	27322.3	26099.3	19817.1	38903.7	16631.8	11302.7	20012.6	20274.9	20589	12742.9	23324.6	22348.5	20715.9	15275.7	24990.6	14585.6	12470.2	24794.5	24782.4	20050.1	20522.3	24265.5	21044.3	21064.7	19445.8	19880.4	20862.5	23783.7	10863.5	20628.5	23418.1	33863.9	21502.9	23900.3	16973.7	17228.5	21896.8	24642.9	18430.5	21891.7	17046.5	21439.5	20831.2	29304.3	24540.7	27711.8	27584.4	19253.7	21367.4	22332.4	24731.7	21875.4	18120.6	14193	20070.2	26293.1	21829.3	29546.6	17286.3	26166.2	25136	27782.8	24184.7	21838.3	16689	13520	18236	19998.1	21101.4	21381	23061.6	21254.4	19444.7	24076.8	17956.4	16788.3	13203.4
P05556	P05556;P05556-2;P05556-3;P05556-4;P05556-5	ITB1_HUMAN	ITGB1	Integrin beta-1	3523.39	2233.94	6756.02	8154.95	3568.42	6647.8	5866.13	6542.2	6936.85	5614.54	7944.82	5457.19	7077.8	5467.93	5915.18	7520.29	6195.45	7020.23	6834.93	7330.75	7479.26	5515.76	8637.53	8438.05	4337.85	5514.64	4586.2	5014.33	4608.53	6291.97	5604.32	4430.15	4362.04	5389.43	6189.29	4992.74	6153.11	6038.68	4801.17	5155.44	5771.92	6917.16	5222.01	3939.44	5139.4	4401.85	6093.21	4056.27	3847.25	5623.96	7243.11	5611.08	5692.81	5241.29	4544.77	5792.8	5548.71	4097.88	5808.53	4541.95	5938.9	5415.09	6835.76	5919.34	6305.03	6572.11	4978.79	5612.72	5273.94	6646.03	5343.76	5074.15	3981.2	4597.63	4634.14	4380.17	6078.34	4539.55	5909.94	5827.57	6051.37	6173.66	5106.84	4538.52	4008.68	4483.6	4692.86	4135.37	4637.12	4508.4	5011.84	4086.48	4972	3636.89	4268.91	3689.9
P05771;P05771-2	P05771;P05771-2	KPCB_HUMAN	PRKCB	Protein kinase C beta type	18306.4	17820.9	18725.4	19830	13501.3	21396.9	23810.2	22484.3	19395.4	21005.8	27571.1	25802.9	25853.1	22213.4	25505.5	28487	24149.3	25479.6	23664.5	22227.7	22508.1	20667.4	25418.1	28303	15426.1	19402.6	16639.4	17866.9	16891.2	18708.7	17498.1	16233	16650.1	20014.6	18360.9	19774.1	21010.5	19643.4	18176.3	16550.1	19015.2	19030.8	21118.2	16525.1	20261.9	17382.6	21851.2	18198.5	20740.6	22116.2	23710.7	20500.2	21413.3	18202	16966.9	19514.6	17206.1	16981.1	17507.6	18166	21239.7	21623.1	23925.6	23959.5	24538.1	23091.6	18992.3	18142.1	20328.8	17929	20625.7	19196.5	16814.4	20233.7	19431.5	22381.3	25889.9	16408.8	22472.9	20828.2	21475.9	21050.3	19258.8	16502.6	16270.8	20498	19426.6	19230.2	21906.7	22101.2	23210.4	21094.9	24871.9	17824.3	15403	15889.5
P05771;P05771-2;P17252	P17252;P05771;P05771-2	KPCA_HUMAN;KPCB_HUMAN	PRKCA;PRKCB	Protein kinase C beta type	1142.01		1854.01			2529.02		2177.01	1658.01		1625.01		2203.02	3527.03	3078.02	2779.02	2565.02	2938.02	2912.02	2397.02	3121.02	2109.01	2787.02	3024.02	1189.01	1464.01	1903.01	1486.01	1281.01	1917.01	2431.01	946.006	1174.01	1175.01	1768.01		920.006	1187.01	1064.01	574.004	864.006	730.005	1154.01	699.005	1484.01	1049.01	1987.01	1295.01																																																
P05783	P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	48769.5	53345.6	76573.4	31421.3	54080	76461.6	46090.6	74794	67324.9	55815.6	72516.2	57529.9	74227.1	76024.1	82317.4	83408.9	83833	85965	82315.6	83343.9	84357.8	76506.7	84389.5	70788.4	20824.5	28111.8	29492.8	30143.1	24861.7	33248.5	33508.9	33468.8	26049.2	32803.7	25502.6	21668.8	28058.8	30681.8	28250.2	26998.7	29481.2	29854.3	25800.6	26834.2	27744.3	28738.9	29176.5	20626.1	17705.6	18039.4	32919.3	22670.3	23598.1	21798.1	19821.9	23852	25799.2	19936.7	22231.6	17392.5	21652.6	22695.5	29291.6	22600.1	26490.4	24232.1	18680.7	20482	22408	24030.8	21241.6	15615.5	13131	18899.3	22874.3	18935.6	26544.9	16806.5	22679.5	23120.8	25228.1	21091.7	19318.4	12166	13093.7	17175.6	17488.7	16846.4	18986.5	20155.2	18557.2	16146.7	21750.7	17135.4	15990	11924.1
P05783;P08727	P05783;P08727	K1C18_HUMAN;K1C19_HUMAN	KRT18;KRT19	Keratin, type I cytoskeletal 18	16295.1	14213.1																				9766.07									5399.04	4443.03	7003.05	12416.1	5942.04	10630.1	11735.1	19586.1	23497.1	18454.1	18557.1	15969.1	6053.04	5095.04					47185.3	62321.5	92525.6	73427.5	78833.6	65603.5	59784.4	71902.5	79790.5	53258.3	70551.5	53184.4	65471.4	66519.4	77774.5	63193.5	76340.5	83074.5	62175.4	63529.5	65020.4	60336.4	63857.4	52828.3	39913.3	51790.4	69682.5	63508.5	76823.5	50721.3	62385.4	70231.5	73338.5	64600.4	52041.3	42871.3	39293.3	47791.4	56456.4	55723.4	56227.4	61183.4	52827.3	48746.4	59285.4	49896.3	44135.3	34059.2
P05787;P05787-2	P05787;P05787-2	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	149847	151972	203773	156999	141735	222070	156279	188217	164701	167822	212509	179921	208755	202578	220929	224185	236588	233499	220274	220013	234981	190274	231842	198885	55348	80417.6	79638.4	77317.1	69931.6	88456	91400.6	76863.4	73975.5	90140.4	77044.4	70012.5	85580.2	87984.6	83034.9	79063.8	81613.8	89295.3	83481.1	74569.2	82090.6	73685.1	81704.9	59973.6	66737	69846.6	96311	71852.7	79529.3	67178.5	61345.9	75251.2	76499.3	59230.7	69823.6	57252.3	69537.2	73886.3	86741.6	71987.6	85634.9	82294.4	64207.6	71935	74996.2	74531	67639.5	54748.4	41606.3	60185.6	76241.2	66298.2	83177.7	55443.4	72381.1	75541.2	79514.3	67256.5	62226.7	48325.4	45608.2	61774.5	59839.6	59006.2	59974.6	66253.6	62363.8	57174.2	72336.5	56190.7	50685.3	39782.3
P05787;P05787-2;P08670;P41219;P41219-2	P08670;P17661;P05787;P05787-2;P41219;P41219-2;P08729	K2C8_HUMAN;PERI_HUMAN;VIME_HUMAN	KRT8;PRPH;VIM	Keratin, type II cytoskeletal 8															2878.02																																		23076.2	13716.1	50992.3	37074.2	32114.2	28966.2	26663.2	27988.2	32512.2	28835.2	31617.2	26100.2	28114.2	29706.2	34469.2	30656.2	29061.2	29721.2	23707.2	26087.2	26707.2	22409.2	24249.2	22604.1	17620.1	22489.1	18220.1	17113.1	18997.1	15139.1	23902.2	24373.2	21826.2	19259.2	24412.2	19804.1	16836.1	19685.1	16043.1	13064.1		8704.07		16151.1	25389.2	23518.2	24646.2	21037.2
P05937	P05937;P05937-2	CALB1_HUMAN	CALB1	Calbindin	9938.63	8095.17	17844.7	14171.2	18387.1	26753.9	17535.9	28010.7	29338.6	22716.9	25557.6	18908.3	25221.7	26500.7	32785.1	28511.2	30510	29430.4	29013.7	30223.5	28511.3	24807.6	30880.5	21142.8	11581	17660	17767.1	18774.8	14795.4	19112.5	16976.4	18984.4	14888.6	20528.8	15428.8	11880.9	16365.2	20319.7	16252.4	17962.8	18422.7	17822.5	18708.9	18596.4	16842.4	19547.5	19230.9	11552.2	13829.1	18854.6	25422	17760.4	19386.5	16843	17459.6	18610.7	19317.8	13577.1	17584.1	12015	15655.2	16392.2	19085.7	17467.9	19274.9	19924.9	16730.1	18484.7	18565.6	17316.6	17141.6	12744.2	11099	15806.3	20020.8	15660.3	21096.1	14544.6	18699.3	18171.3	19544.3	16654.6	15528.8	12141	11462.4	16895.6	14725.8	15818.2	17450.5	15110.2	14944.2	13961.4	16967.1	13925.6	12894.6	11409.2
P06132	P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	15805.8	13763.9	19155.5	8492.25	12619.6	20223.1	12476.1	19649.2	16685.2	12912.4	33928.7	11743.4	21251.7	17379	23795.5	25513.4	24404.6	23737.8	25264.6	23265.3	24221.7	20600.3	35980.6	15027	11048.2	15087.7	18039	20349.7	16586.8	26516.8	21387.6	23122.2	17035.7	20926.9	19175.3	11310.7	20675.4	26065.2	22098.5	16240.5	23471.1	20599.1	20285.1	20387.5	27707.7	19770.8	24607.1	14763.4	16381.8	19681.1	23608.7	15800.4	16572.8	12650.6	15018.1	21761.9	20822	14990.5	16861.4	14712.8	16119.9	17161.4	26065.4	20192.9	20628.8	19859.6	17670	17590.3	18401.6	17302.6	19319.8	17013.6	12908.5	14136.2	22329	17565.3	25321	13204.2	21341.2	21382.2	22628.4	22631.9	16716.5	13509.8	11300.3	16146.6	19015.5	16130.6	16368.5	20332.6	20187.1	15405.9	16514.6	14687.9	12282.5	11838.4
P06396;P06396-2;P06396-3;P06396-4	P06396;P06396-2;P06396-3;P06396-4	GELS_HUMAN	GSN	Gelsolin	5073.87	5566.69	3183.77	5124.28	2028.35	2682.55	5246.08	2911.44	2487.94	5061.27	4966.28	4390.64	1622.69	3039.57	4742.06	5307.69	4529.74	6108.52	4816.25	5461.7	5253.08	4788.26	7879.63	3696.2	2739.95	4855.46	5304.89	4756.06	3329.38	6377.34	5470.1	6262.53	3190.77	5955.92	4617.45	2433.33	5164.88	6422.14	6038.52	4862.46	3701.85	4518.04	3816.6	5129.88	6598.55	5391.69	6154.73	3164.17	1317.59	2676.41	3998.04	3180.52	3626.41	2232.41	1614.21	2267.1	1529.91	670.635	1717.89	1261.23	1738.56	1603.9	3427.09	2204.69	2598.4	1982	3496.78	1855.22	1930.32	1461.19	1650.69	1279.36	1179.04	1913.39	3734.72	2458.62	2192.23	1379.07	2210.72	2586.2	2240.12	3074.9	915.649	1010.59	2121.39	2334.44	2617.98	1800.22	1768.29	2150.52	1626.89	1605.89	2528.54	1229.26	1834	1645.09
